Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
945,70647-1,2018,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Kai - Dragon Master,https://cdn.rebrickable.com/media/sets/70647-1.jpg,435,Ninjago,93,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.8775317557991,65.80253986610919
946,70648-1,2018,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Zane - Dragon Master,https://cdn.rebrickable.com/media/sets/70648-1.jpg,435,Ninjago,92,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.70799888054114,213.70978553517577
947,70650-1,2018,"['71741-1', '71705-1', '71799-1', '41130-1', '71737-1']",Destiny's Wing,https://cdn.rebrickable.com/media/sets/70650-1.jpg,435,Ninjago,181,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.3377912294809,45.05096628320979
948,70651-1,2018,"['71741-1', '71799-1', '71705-1', '41101-1', '3315-1']",Throne Room Showdown,https://cdn.rebrickable.com/media/sets/70651-1.jpg,435,Ninjago,222,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.45755630622116,61.26345673758009
949,70652-1,2018,"['71741-1', '71799-1', '71705-1', '71754-1', '41101-1']",Stormbringer,https://cdn.rebrickable.com/media/sets/70652-1.jpg,435,Ninjago,498,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.80736914459806,105.37172984575925
950,70653-1,2018,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Firstbourne,https://cdn.rebrickable.com/media/sets/70653-1.jpg,435,Ninjago,892,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.62290104446686,41.676489194617794
951,70654-1,2018,"['71741-1', '71799-1', '71705-1', '41101-1', '71737-1']",Dieselnaut,https://cdn.rebrickable.com/media/sets/70654-1.jpg,435,Ninjago,1188,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.66438055057773,217.4846150050995
952,70655-1,2018,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Dragon Pit,https://cdn.rebrickable.com/media/sets/70655-1.jpg,435,Ninjago,1669,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.6878080157551,106.92958572782946
953,70658-1,2018,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Oni Titan,https://cdn.rebrickable.com/media/sets/70658-1.jpg,435,Ninjago,530,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.2882630607618,81.10287298293909
954,70659-1,2019,"['71705-1', '71741-1', '71737-1', '71799-1', '71754-1']",Spinjitzu Kai,https://cdn.rebrickable.com/media/sets/70659-1.jpg,435,Ninjago,97,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.6179183053826,63.870336647238204
955,70660-1,2019,"['71741-1', '71705-1', '71799-1', '41130-1', '71754-1']",Spinjitzu Jay,https://cdn.rebrickable.com/media/sets/70660-1.jpg,435,Ninjago,97,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.7610760982614,206.92950326755442
956,70661-1,2019,"['71741-1', '71799-1', '71705-1', '41130-1', '3315-1']",Spinjitzu Zane,https://cdn.rebrickable.com/media/sets/70661-1.jpg,435,Ninjago,109,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.99111237879004,155.71498030739292
957,70662-1,2019,"['71741-1', '71799-1', '71705-1', '41130-1', '41101-1']",Spinjitzu Cole,https://cdn.rebrickable.com/media/sets/70662-1.jpg,435,Ninjago,117,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.61872388892954,160.83627302874544
958,70663-1,2019,"['71741-1', '71799-1', '71705-1', '41737-1', '71754-1']",Spinjitzu Nya & Wu,https://cdn.rebrickable.com/media/sets/70663-1.jpg,435,Ninjago,227,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,329.48416872567,78.93277199067985
959,70664-1,2019,"['71741-1', '71705-1', '71799-1', '41101-1', '41130-1']",Spinjitzu Lloyd vs. Garmadon,https://cdn.rebrickable.com/media/sets/70664-1.jpg,435,Ninjago,208,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.34712767867978,209.11823264241193
960,70665-1,2019,"['71741-1', '71799-1', '71705-1', '41130-1', '41101-1']",The Samurai Mech,https://cdn.rebrickable.com/media/sets/70665-1.jpg,435,Ninjago,154,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.83790900934895,261.48732305793624
961,70666-1,2019,"['71741-1', '71799-1', '71705-1', '41130-1', '41101-1']",The Golden Dragon,https://cdn.rebrickable.com/media/sets/70666-1.jpg,435,Ninjago,171,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.4931997082326,147.6326713858741
962,70667-1,2019,"['71741-1', '71705-1', '71799-1', '41130-1', '71737-1']",Kai's Blade Cycle & Zane's Snowmobile,https://cdn.rebrickable.com/media/sets/70667-1.jpg,435,Ninjago,377,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.9269080603148,235.30934110189165
963,70668-1,2019,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Jay's Storm Fighter,https://cdn.rebrickable.com/media/sets/70668-1.jpg,435,Ninjago,490,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.8843123035174,90.37426920657708
964,70669-1,2019,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Cole's Earth Driller,https://cdn.rebrickable.com/media/sets/70669-1.jpg,435,Ninjago,587,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.2028873536271,145.94273276853815
965,70670-1,2019,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Monastery of Spinjitzu,https://cdn.rebrickable.com/media/sets/70670-1.jpg,435,Ninjago,1080,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.10228131422406,179.0868442082547
966,70671-1,2019,"['71741-1', '71705-1', '71799-1', '71767-1', '41130-1']",Lloyd's Journey,https://cdn.rebrickable.com/media/sets/70671-1.jpg,435,Ninjago,82,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.12612061900006,176.60905601587726
967,70672-1,2019,"['71741-1', '71799-1', '71705-1', '71737-1', '41101-1']",Cole's Dirt Bike,https://cdn.rebrickable.com/media/sets/70672-1.jpg,435,Ninjago,221,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.39141854600746,197.05356954820746
968,70673-1,2019,"['71741-1', '71799-1', '71705-1', '41130-1', '71737-1']",ShuriCopter,https://cdn.rebrickable.com/media/sets/70673-1.jpg,435,Ninjago,364,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.0295564661286,167.87903563179705
969,70674-1,2019,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Fire Fang,https://cdn.rebrickable.com/media/sets/70674-1.jpg,435,Ninjago,469,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.66719527307885,284.368539103085
970,70675-1,2019,"['71741-1', '71799-1', '71705-1', '41101-1', '71737-1']",Katana 4x4,https://cdn.rebrickable.com/media/sets/70675-1.jpg,435,Ninjago,461,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.1894447363362,41.73919180503343
971,70676-1,2019,"['71741-1', '71799-1', '71705-1', '71737-1', '71754-1']",Lloyd's Titan Mech,https://cdn.rebrickable.com/media/sets/70676-1.jpg,435,Ninjago,878,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.7039278569163,188.57367529489187
972,70677-1,2019,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Land Bounty,https://cdn.rebrickable.com/media/sets/70677-1.jpg,435,Ninjago,1189,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.2279605520415,45.85918242448506
973,70678-1,2019,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Castle of the Forsaken Emperor,https://cdn.rebrickable.com/media/sets/70678-1.jpg,435,Ninjago,1223,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.1352852912996,136.715526277248
974,70679-1,2019,"['71741-1', '71799-1', '71705-1', '41130-1', '41101-1']",The Ultra Dragon,https://cdn.rebrickable.com/media/sets/70679-1.jpg,435,Ninjago,952,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.63627113692849,102.73046011983544
975,70680-1,2019,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Monastery Training,https://cdn.rebrickable.com/media/sets/70680-1.jpg,435,Ninjago,131,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.6893452879689,158.59156078815553
976,70681-1,2019,"['71741-1', '71799-1', '71705-1', '41101-1', '41737-1']",Spinjitzu Slam - Lloyd,https://cdn.rebrickable.com/media/sets/70681-1.jpg,435,Ninjago,70,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.6786985092641,46.16650239454714
977,70682-1,2019,"['71741-1', '71799-1', '41101-1', '71705-1', '41737-1']",Spinjitzu Slam - Jay,https://cdn.rebrickable.com/media/sets/70682-1.jpg,435,Ninjago,72,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.8576276410954,123.08774436355418
978,70683-1,2019,"['71741-1', '71799-1', '71705-1', '41101-1', '41737-1']",Spinjitzu Slam - Zane,https://cdn.rebrickable.com/media/sets/70683-1.jpg,435,Ninjago,64,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.88537558336003,189.52850082032109
979,70684-1,2019,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Spinjitzu Slam - Kai vs. Samurai,https://cdn.rebrickable.com/media/sets/70684-1.jpg,435,Ninjago,166,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.6097225936236,70.47174677916283
980,70685-1,2020,"['71741-1', '71799-1', '41101-1', '71705-1', '75053-1']",Spinjitzu Burst Cole,https://cdn.rebrickable.com/media/sets/70685-1.jpg,435,Ninjago,48,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.60276225570772,95.71615779360083
981,70686-1,2020,"['71741-1', '71799-1', '41101-1', '71705-1', '75053-1']",Spinjitzu Burst Kai,https://cdn.rebrickable.com/media/sets/70686-1.jpg,435,Ninjago,48,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.2884246772496,145.45291929589763
982,70687-1,2020,"['71741-1', '71799-1', '41101-1', '41732-1', '41737-1']",Spinjitzu Burst Lloyd,https://cdn.rebrickable.com/media/sets/70687-1.jpg,435,Ninjago,48,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.960196375641,231.68162551564146
983,70688-1,2022,"['71741-1', '71705-1', '71799-1', '75208-1', '41434-1']",Kai's Spinjitzu Ninja Training,https://cdn.rebrickable.com/media/sets/70688-1.jpg,435,Ninjago,33,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.01465983137064,100.60281609068379
984,70689-1,2022,"['71741-1', '41434-1', '71705-1', '71799-1', '41737-1']",Lloyd's Spinjitzu Ninja Training,https://cdn.rebrickable.com/media/sets/70689-1.jpg,435,Ninjago,33,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.7786235100905,113.51253020186394
985,70690-1,2022,"['71741-1', '71705-1', '71799-1', '41101-1', '41130-1']",Jay's Spinjitzu Ninja Training,https://cdn.rebrickable.com/media/sets/70690-1.jpg,435,Ninjago,26,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.4580676368832,133.72756544516307
986,70720-1,2014,"['71741-1', '71799-1', '71705-1', '41130-1', '41101-1']",Hover Hunter,https://cdn.rebrickable.com/media/sets/70720-1.jpg,435,Ninjago,79,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.1794694190595,97.4189827371001
987,70721-1,2014,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Kai Fighter,https://cdn.rebrickable.com/media/sets/70721-1.jpg,435,Ninjago,196,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.2020711711689,61.645514782570714
988,70722-1,2014,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",OverBorg Attack,https://cdn.rebrickable.com/media/sets/70722-1.jpg,435,Ninjago,207,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6390971731808,95.1532656170881
989,70723-1,2014,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Thunder Raider,https://cdn.rebrickable.com/media/sets/70723-1.jpg,435,Ninjago,334,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.15053956722582,57.83283462908207
990,70724-1,2014,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",NinjaCopter,https://cdn.rebrickable.com/media/sets/70724-1.jpg,435,Ninjago,516,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.06515926067533,187.8980660234295
991,70725-1,2014,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Nindroid MechDragon,https://cdn.rebrickable.com/media/sets/70725-1.jpg,435,Ninjago,691,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.15561204852804,147.5483316214403
992,70726-1,2014,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Destructoid,https://cdn.rebrickable.com/media/sets/70726-1.jpg,435,Ninjago,253,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.17114503792803,149.00337887584573
