,Unnamed: 0,set_num,name,year,num_parts
226,226,10144-1,Sandcrawler,2005,1682
227,227,10145-1,Assorted Light Gray Bricks,2004,120
228,228,10146-1,Assorted Dark Gray Bricks,2004,62
229,229,10147-1,Assorted Brown Bricks,2004,62
230,230,10148-1,Assorted Light Gray Plates,2004,84
231,231,10149-1,Assorted Dark Gray Plates,2004,42
232,232,10150-1,Assorted Brown Plates,2004,42
233,233,1015-1,Letters Large,1982,192
234,234,10151-1,Hot Rod,2004,422
235,235,10152-1,Maersk Sealand Container Ship 2004 Edition,2004,988
236,236,10152-2,Maersk Sealand Container Ship 2005 Edition,2005,988
237,237,10152-3,Maersk Line Container Ship 2006 Edition,2006,988
238,238,10153-1,Electric Train Motor 9V (My Own Train),2002,3
239,239,10155-1,Maersk Line Container Ship 2010 Edition,2010,990
240,240,10156-1,LEGO Truck,2004,105
241,241,10157-1,High Speed Train Locomotive,2004,143
242,242,10158-1,High Speed Train Car,2004,161
243,243,10159-1,City Airport,2004,914
244,244,10159-2,City Airport (Full Size Image Box),2004,914
245,245,10160-1,Black Ridge Roof Tiles,2004,48
246,246,1016-1,Letter Bricks for Wall Board,1985,150
247,247,10161-1,Black Roof Tiles,2004,76
248,248,10162-1,Red Ridge Tiles,2004,48
249,249,10163-1,Red Roof Tiles,2004,76
250,250,10165-1,Elf Boy,2004,27
251,251,10166-1,Elf Girl,2004,31
252,252,10167-1,Brickmaster Welcome Kit,2004,182
253,253,10168-1,Mrs. Bunny,2005,64
254,254,10169-1,Chicken & Chicks,2005,61
255,255,10170-1,TTX Intermodal Double-Stack Car,2005,366
256,256,1017-1,Letter Bricks for Wall Board,1976,150
257,257,10173-1,Holiday Train,2006,969
258,258,10174-1,Imperial AT-ST,2006,1069
259,259,10175-1,Vader's TIE Advanced,2006,1212
260,260,10176-1,Royal King's Castle,2006,877
261,261,10177-1,Boeing 787 Dreamliner,2006,1197
262,262,10178-1,Motorized Walking AT-AT,2007,1137
263,263,10179-1,Millennium Falcon,2007,5198
264,264,1018-1,Letters,1985,0
265,265,10181-1,Eiffel Tower 1:300,2007,3428
266,266,10182-1,Cafe Corner,2007,2058
267,267,10183-1,Hobby Train,2007,1080
268,268,10184-1,Town Plan,2008,2013
269,269,10185-1,Green Grocer,2008,2358
270,270,10186-1,General Grievous,2008,1085
271,271,10187-1,Volkswagen Beetle,2008,1626
272,272,10188-1,Death Star,2008,3809
273,273,10189-1,Taj Mahal,2008,5922
274,274,10190-1,Market Street,2007,1250
275,275,1019-1,Mosaic Set - Lion,1986,18
276,276,10191-1,Star Justice,2008,893
277,277,10192-1,Space Skulls,2008,957
278,278,10193-1,Medieval Market Village,2009,1619
279,279,10194-1,Emerald Night,2009,1089
280,280,10195-1,Republic Dropship with AT-OT,2009,1758
281,281,10196-1,Grand Carousel,2009,3261
282,282,10197-1,Fire Brigade,2009,2236
283,283,10198-1,Tantive IV,2009,1408
284,284,10199-1,Winter Toy Shop,2009,815
285,285,10-2,Tree and Signs,1980,7
286,286,10200-1,Custom Car Garage,2008,894
287,287,1020-1,Basic Bricks,1985,86
288,288,10201-1,Takutanuva,2003,1
289,289,10202-1,Ultimate Dume (Limited Edition with Exclusive Mask Of Power),2004,3
290,290,10202-2,Ultimate Dume,2004,0
291,291,10203-1,Voporak,2005,0
292,292,10204-1,Vezon & Kardas,2006,0
293,293,10205-1,Locomotive,2002,234
294,294,102-1,4.5V Motor Set,1968,24
295,295,10210-1,Imperial Flagship,2010,1668
296,296,1021-1,Basic Vehicles,1985,93
297,297,10211-1,Grand Emporium,2010,2187
298,298,10212-1,Imperial Shuttle,2010,2503
299,299,10213-1,Shuttle Adventure,2010,1204
300,300,10213sup-1,Supplemental Pack for Shuttle Adventure Set 10213,2010,29
301,301,10214-1,Tower Bridge,2010,4295
302,302,10215-1,Obi-Wan's Jedi Starfighter,2010,676
303,303,10216-1,Winter Village Bakery,2010,687
304,304,10217-1,Diagon Alley,2011,2032
305,305,10218-1,Pet Shop,2011,2034
306,306,10219-1,Maersk Container Train,2011,1233
307,307,102-2,Imagination Basic Set 2,1971,0
308,308,10220-1,Volkswagen T1 Camper Van,2011,1332
309,309,1022-1,Mini Basic Bricks,1985,30
310,310,10221-1,Super Star Destroyer,2011,3152
311,311,10222-1,Winter Village Post Office,2011,822
312,312,10223-1,Kingdoms Joust,2012,1575
313,313,10224-1,Town Hall,2012,2772
314,314,10225-1,R2-D2,2012,2127
315,315,10226-1,Sopwith Camel,2012,879
316,316,10227-1,B-wing Starfighter,2012,1487
317,317,10228-1,Haunted House,2012,2064
318,318,10229-1,Winter Village Cottage,2012,1492
319,319,102-3,Super Value Set,1969,102
320,320,10230-1,Mini Modulars,2012,1356
321,321,1023-1,Red Baseplate,1985,1
322,322,10231-1,Shuttle Expedition,2011,1230
323,323,10232-1,Palace Cinema,2013,2194
324,324,10233-1,Horizon Express,2013,1351
325,325,10234-1,Sydney Opera House,2013,2989
326,326,10235-1,Winter Village Market,2013,1261
327,327,10236-1,Ewok Village,2013,1990
328,328,10237-1,The Tower of Orthanc,2013,2362
329,329,10240-1,Red Five X-Wing Starfighter,2013,1558
330,330,1024-1,Animals,1985,32
331,331,10241-1,Maersk Line Triple-E,2014,1518
332,332,10242-1,MINI Cooper,2014,1077
333,333,10242-2,MINI Cooper (Re-Issue),2015,1077
334,334,10243-1,Parisian Restaurant,2014,2450
335,335,10244-1,Fairground Mixer,2014,1745
336,336,10245-1,Santa's Workshop,2014,884
337,337,1024601-1,Adventurers Value Pack,2001,1
338,338,10246-1,Detective's Office,2015,2262
339,339,10247-1,Ferris Wheel,2015,2464
340,340,10248-1,Ferrari F40,2015,1158
341,341,10249-1,Winter Toy Shop,2015,898
342,342,10250-1,Year Of The Snake,2013,243
343,343,1025-1,Figures and Furniture,1985,35
344,344,10251-1,Brick Bank,2016,2384
345,345,10252-1,Volkswagen Beetle,2016,1167
346,346,10253-1,Big Ben,2016,4167
347,347,10254-1,Winter Holiday Train,2016,735
348,348,10255-1,Assembly Square,2017,4002
349,349,10256-1,Taj Mahal,2017,5923
350,350,10257-1,Carousel,2017,2670
351,351,10258-1,London Bus,2017,1686
352,352,10259-1,Winter Village Station,2017,902
353,353,10260-1,Downtown Diner,2018,2480
354,354,1026-1,Playhouse Boxes,1985,2
355,355,10261-1,Roller Coaster,2018,4124
356,356,10262-1,James Bond Aston Martin DB5,2018,1297
357,357,10263-1,Winter Village Fire Station,2018,1166
358,358,10264-1,Corner Garage,2019,2569
359,359,10265-1,Ford Mustang,2019,1471
360,360,10266-1,NASA Apollo 11 Lunar Lander,2019,1087
361,361,10267-1,Gingerbread House,2019,1477
362,362,10268-1,Vestas Wind Turbine,2018,834
363,363,10269-1,Harley-Davidson Fat Boy,2019,1023
364,364,10270-1,Bookshop,2020,2504
365,365,1027-1,Vehicles,1985,32
366,366,10271-1,Fiat 500,2020,960
367,367,10272-1,Old Trafford - Manchester United,2020,3898
368,368,10273-1,Haunted House,2020,3232
369,369,10274-1,ECTO-1,2020,2352
370,370,10275-1,Elf Club House,2020,1197
371,371,10276-1,Colosseum,2020,9036
372,372,10277-1,Crocodile Locomotive,2020,1279
373,373,10278-1,Police Station,2021,2924
374,374,10279-1,Volkswagen T2 Camper Van,2021,2207
375,375,10280-1,Flower Bouquet,2021,756
376,376,1028-1,6 x 12 Base Bricks,1985,6
377,377,10281-1,Bonsai,2021,878
378,378,10282-1,adidas Originals Superstar,2021,731
379,379,10282-2,Footshop x Adidas Originals Superstar 'Blueprinting' Bundle,2021,0
380,380,10283-1,NASA Space Shuttle Discovery,2021,2355
381,381,10284-1,Camp Nou - FC Barcelona,2021,5509
382,382,10285-1,Compass Sensor for Mindstorms NXT,2011,1
383,383,10287-1,Intelligent NXT Brick (Black),2009,1
384,384,10289-1,Bird of Paradise,2021,1173
385,385,10290-1,Pickup Truck,2021,1678
386,386,1029-1,Milk Delivery Truck - Tine,1999,91
387,387,10291-1,Queer Eye: The Fab 5 Loft,2021,974
388,388,10292-1,Friends - The Apartments,2021,2048
389,389,10293-1,Santa's Visit,2021,1445
390,390,10294-1,Titanic,2021,9092
391,391,10295-1,Porsche 911 Turbo & 911 Targa,2021,1458
392,392,10297-1,Boutique Hotel,2022,3068
393,393,10298-1,Vespa 125,2022,1107
394,394,10299-1,Real Madrid – Santiago Bernabéu Stadium,2022,5876
395,395,102A-1,Front-End Loader,1970,64
396,396,102A-2,Front-End Loader,1970,56
397,397,10300-1,Back to the Future Time Machine,2022,1872
398,398,1030-1,TECHNIC I: Simple Machines Set,1985,210
399,399,10302-1,Optimus Prime,2022,1508
400,400,10303-1,Loop Coaster,2022,3756
401,401,10304-1,Chevrolet Camaro Z/28 1969,2022,1456
402,402,10305-1,Lion Knights' Castle,2022,4515
403,403,10306-1,Atari 2600,2022,2532
404,404,10307-1,Eiffel Tower,2022,10001
405,405,10308-1,Holiday Main Street,2022,1516
406,406,10309-1,Succulents,2022,771
407,407,103-1,4.5V Motor Set with Rubber Tracks,1969,24
408,408,1031-1,Building Cards - 1030,1983,20
409,409,10311-1,Orchid,2022,608
410,410,10312-1,Jazz Club,2023,2900
411,411,10313-1,Wildflower Bouquet,2023,939
412,412,10314-1,Dried Flower Centerpiece,2023,812
413,413,10315-1,Tranquil Garden,2023,1363
414,414,10316-1,Lord of the Rings: Rivendell,2023,6182
415,415,10317-1,Land Rover Classic Defender 90,2023,2344
416,416,10318-1,Concorde,2023,2083
417,417,103-2,Imagination Set 3,1971,568
418,418,10320-1,Eldorado Fortress,2023,2509
419,419,1032-1,TECHNIC II Set {4.5v},1985,280
420,420,10321-1,Corvette,2023,1210
421,421,10323-1,PAC-MAN Arcade,2023,2651
422,422,10325-1,Alpine Lodge,2023,1517
423,423,1033-1,Building Cards - 1032,1985,20
424,424,1034-1,Teachers Resource Set,1985,1534
425,425,1038-1,ERBIE the Robo-Car,1985,120
426,426,1039-1,Manual Control Set 1,1986,39
427,427,1040-1,Farm (with Picture Book),1991,88
428,428,10401-1,Rainbow Fun,2018,85
429,429,1040-2,Farm Set,1986,88
430,430,10402-1,Fun Future,2018,186
431,431,1040-3,Universal Building Set,1976,126
432,432,10403-1,World Fun,2018,295
433,433,10404-1,Ocean's Bottom,2018,579
434,434,10405-1,Mission to Mars,2018,871
435,435,104-1,Replacement 4.5V Motor,1970,1
436,436,1041-1,Harbor,1986,77
437,437,10411-1,Learn About Chinese Culture,2023,124
438,438,1041-2,Universal Building Set,1980,126
439,439,1042-1,Community People,1986,12
440,440,1042-2,Universal Set for Boys and Girls from 1 1/2 Years,1976,0
441,441,1043-1,Farm Animals (and Fences),1986,30
442,442,1044-1,Community Vehicles,1986,35
443,443,1045-1,Industrial Elements,1986,20
444,444,1045-2,Educational LEGO Building Set,1976,683
445,445,1046-1,Train Set,1985,65
446,446,1047-1,Extra Track,1986,12
447,447,1048-1,Bridge and Crossing Tracks,1986,15
448,448,1049-1,Ships,1985,238
449,449,10497-1,Galaxy Explorer,2022,1254
450,450,10500-1,Horse Stable,2013,44
451,451,1050-1,Basic Pack,1986,381
452,452,10501-1,Zoo Friends,2013,5
453,453,10502-1,Zoo Bus,2013,19
454,454,10503-1,Circus Show,2013,25
455,455,10504-1,My First Circus,2013,62
456,456,10505-1,Play House,2013,83
457,457,10506-1,Train Accessory Set,2013,24
458,458,10507-1,My First Train Set,2013,52
459,459,10508-1,Deluxe Train Set,2013,134
460,460,10509-1,Dusty and Chug,2013,16
461,461,105-1,Canada Post Truck,1984,65
462,462,10510-1,Ripslinger's Air Race,2013,40
463,463,10511-1,Skipper's Flight School,2013,53
464,464,10512-1,Jake's Treasure Hunt,2013,22
465,465,10513-1,Never Land Hideout,2013,37
466,466,10514-1,Jake's Pirate Ship Bucky,2013,56
467,467,10515-1,Ariel's Undersea Castle,2013,39
468,468,10516-1,Ariel's Magical Boat Ride,2012,30
469,469,10517-1,My First Garden,2013,38
470,470,10518-1,My First Construction Site,2013,43
471,471,10519-1,Garbage Truck,2013,16
472,472,105-2,Building Set,1973,150
473,473,10520-1,Big Front Loader,2013,12
474,474,10521-1,Baby Calf,2014,9
475,475,10522-1,Farm Animals,2014,12
476,476,10524-1,Farm Tractor,2014,29
477,477,10525-1,Big Farm,2014,120
478,478,10526-1,Peter Pan's Visit,2014,39
479,479,10527-1,Ambulance,2014,14
480,480,10528-1,School Bus,2014,26
481,481,10529-1,Truck,2014,16
482,482,105-3,Imagination Set 5,1971,917
483,483,1053-1,Community Buildings,1984,899
484,484,10531-1,Mickey Mouse and Friends,2012,65
485,485,10532-1,My First Police Set,2014,39
486,486,10538-1,Fire and Rescue Team,2014,30
487,487,10539-1,Beach Racing,2014,37
488,488,1054-1,Stena Line Ferry,1999,212
489,489,10542-1,Sleeping Beauty's Fairy Tale,2014,55
490,490,10543-1,Superman Rescue,2014,19
491,491,10544-1,The Joker Challenge,2014,40
492,492,10545-1,Batcave Adventure,2014,59
493,493,10546-1,My First Shop,2014,39
494,494,10550-1,Circus Transport,2013,9
495,495,1055-1,Mini Basic Pack,1983,150
496,496,10552-1,Creative Cars,2013,41
497,497,10553-1,Toddler Build and Play Cubes,2013,17
498,498,10554-1,Toddler Build and Pull Along,2013,15
499,499,10555-1,Creative Bucket,2013,65
500,500,10556-1,Creative Chest,2013,106
501,501,10557-1,Giant Tower,2013,200
502,502,10558-1,Number Train,2013,31
503,503,10559-1,A Fairy Tale,2013,16
504,504,10560-1,Peekaboo Jungle,2013,14
505,505,1056-1,Basic School Pack - 773 elements with teacher's manual,1985,785
506,506,10561-1,Toddler Starter Building Set,2013,37
507,507,10565-1,Creative Suitcase,2014,135
508,508,10566-1,Creative Picnic,2014,53
509,509,10567-1,Toddler Build and Boat Fun,2014,18
510,510,10568-1,Knight Tournament,2014,16
511,511,10569-1,Treasure Attack,2014,46
512,512,10570-1,All-in-One-Gift-Set,2014,30
513,513,10571-1,All-in-One-Pink-Box-of-Fun,2014,65
514,514,10572-1,All-in-One-Box-of-Fun,2014,65
515,515,10573-1,Creative Animals,2014,25
516,516,10574-1,Creative Ice Cream,2014,24
517,517,10575-1,Creative Building Cube,2014,75
518,518,10576-1,Zoo Care,2014,9
519,519,10577-1,Big Royal Castle,2014,135
520,520,10579-1,Clubhouse Café,2014,17
521,521,10580-1,Deluxe Box of Fun,2014,95
522,522,10581-1,Forest: Ducks,2015,13
523,523,10582-1,Forest: Animals,2015,39
524,524,10583-1,Forest: Fishing Trip,2015,32
525,525,10584-1,Forest: Park,2015,105
526,526,10585-1,Mom and Baby,2015,13
527,527,10586-1,Ice Cream Truck,2015,11
528,528,10587-1,Café,2015,52
529,529,10589-1,Rally Car,2015,13
530,530,10590-1,Airport,2015,29
531,531,10591-1,Fire Boat,2015,19
532,532,10592-1,Fire Truck,2015,26
533,533,10593-1,Fire Station,2015,105
534,534,10594-1,Sofia's Royal Stable,2015,38
535,535,10595-1,Sofia's Royal Castle,2015,87
536,536,10596-1,Disney Princess Collection,2015,63
537,537,10597-1,Birthday Parade,2015,24
538,538,10599-1,Batman Adventure,2015,47
539,539,10600-1,Classic Race,2015,29
540,540,1060-1,Road Plates and Signs,1981,30
541,541,10601-1,Delivery Vehicle,2015,19
542,542,10602-1,Camping,2015,38
543,543,10603-1,My First Bus,2015,17
544,544,10604-1,Treasure Island,2015,25
545,545,10605-1,Rosie the Ambulance,2015,16
546,546,10606-1,Backyard Clinic,2015,39
547,547,10607-1,Spider-Man Web-Bike Workshop,2015,13
548,548,10608-1,Spider-Man Spider Truck Adventure,2015,28
549,549,106-1,UNICEF Van,1985,59
550,550,1061-1,Single Disk Pack,2000,0
551,551,10615-1,My First Tractor,2015,12
552,552,10616-1,My First Playhouse,2015,25
553,553,10617-1,My First Farm,2015,26
554,554,10618-1,Creative Building Box,2015,70
555,555,1062-1,Town Vehicles,1980,179
556,556,10622-1,Large Creative Box,2015,193
557,557,10623-1,Basic Bricks Large,2015,60
558,558,1063-1,Community Workers,1985,169
559,559,1064-1,Dacta Buildings,1981,419
560,560,1065-1,House Accessories - 182 elements,1985,196
561,561,10654-1,XL Creative Brick Box,2016,1600
562,562,10655-1,Monster Trucks,2013,197
563,563,10656-1,My First LEGO Princess,2013,88
564,564,10657-1,My First LEGO Set,2013,148
565,565,10659-1,Blue Suitcase,2013,152
566,566,10659-2,Vehicle Suitcase,2014,152
567,567,10660-1,Pink Suitcase,2013,157
568,568,1066-1,36 Little People + Accessories,1982,174
569,569,10661-1,My First LEGO Fire Station,2013,90
570,570,10662-1,Creative Bucket,2013,607
571,571,10663-1,Creative Chest,2013,608
572,572,10664-1,Creative Tower,2013,1600
573,573,10665-1,Spider-Man: Spider-Car Pursuit,2014,55
574,574,10666-1,Digger,2014,75
575,575,10667-1,Construction,2014,160
576,576,10668-1,Princess Play Castle,2014,150
577,577,10669-1,Turtle Lair,2014,107
578,578,1067-1,Community Vehicles,1985,257
579,579,10671-1,Fire Emergency,2014,123
580,580,10672-1,Batman: Defend the Batcave,2014,150
581,581,10673-1,Race Car Rally,2014,350
582,582,10674-1,Pony Farm,2014,306
583,583,10675-1,Police – The Big Escape,2014,146
584,584,10676-1,Knights' Castle,2014,480
585,585,10677-1,Beach Trip,2015,74
586,586,10679-1,Pirate Treasure Hunt,2015,57
587,587,10680-1,Garbage Truck,2015,99
588,588,1068-1,Air Patrol,1999,20
589,589,10681-1,Creative Building Cube,2014,600
590,590,10682-1,Creative Suitcase,2014,1017
591,591,10683-1,Road Work Truck,2015,132
592,592,10684-1,Supermarket Suitcase,2015,140
593,593,10685-1,Fire Suitcase,2015,130
594,594,10686-1,Family House,2015,226
595,595,10687-1,Spider-Man Hideout,2015,137
596,596,1069-1,Speedboat,1999,22
597,597,10692-1,Creative Bricks,2015,221
598,598,10693-1,Creative Supplement,2015,303
599,599,10694-1,Creative Supplement Bright,2015,303
600,600,10695-1,Creative Building Box,2015,580
601,601,10696-1,Medium Creative Brick Box,2015,484
602,602,10697-1,XXXL Box,2015,1500
603,603,10698-1,Large Creative Brick Box,2015,790
604,604,10699-1,Sand Baseplate,2015,1
605,605,10700-1,Green Baseplate,2015,1
606,606,1070-1,Stunt Flyer,1999,20
607,607,10701-1,Gray Baseplate,2015,1
608,608,10702-1,Creative Building Set,2016,583
609,609,10703-1,Creative Builder Box,2017,502
610,610,10704-1,Creative Box,2017,900
611,611,10705-1,Creative Building Basket,2016,1000
612,612,10706-1,Blue Creative Box,2017,78
613,613,10707-1,Red Creative Box,2017,55
614,614,10708-1,Green Creative Box,2017,66
615,615,10709-1,Orange Creative Box,2017,60
616,616,107-1,4.5V Motor Set,1976,31
617,617,1071-1,Bricks 2 x 2 and 2 x 4,1986,56
618,618,10712-1,Bricks and Gears,2018,244
619,619,10713-1,Creative Suitcase,2018,218
620,620,10714-1,Blue Baseplate,2018,1
621,621,10715-1,Bricks on a Roll,2018,442
622,622,10717-1,Bricks Bricks Bricks,2018,1500
623,623,107-2,Canada Post Mail Truck,1985,138
624,624,10720-1,Police Helicopter Chase,2016,63
625,625,10721-1,Iron Man vs. Loki,2016,66
626,626,10722-1,Snake Showdown,2016,92
627,627,10723-1,Ariel's Dolphin Carriage,2016,70
628,628,10724-1,Batman & Superman vs. Lex Luthor,2016,164
629,629,10725-1,Lost Temple,2016,172
630,630,10726-1,Stephanie's Horse Carriage,2016,58
631,631,10727-1,Emma's Ice Cream Truck,2016,136
632,632,10728-1,Mia's Vet Clinic,2016,182
633,633,10729-1,Cinderella's Carriage,2016,116
634,634,107-3,4.5V Reversible Power Unit,1971,24
635,635,10730-1,Lightning McQueen Speed Launcher,2017,47
636,636,10731-1,Cruz Ramirez Race Simulator,2017,59
637,637,10732-1,Guido and Luigi's Pit Stop,2017,75
638,638,10733-1,Mater's Junkyard,2017,62
639,639,10734-1,Demolition Site,2017,175
640,640,10735-1,Police Truck Chase,2017,90
641,641,10736-1,Anna & Elsa's Frozen Playground,2017,94
642,642,10737-1,Batman vs. Mr. Freeze,2017,64
643,643,10738-1,Snow White's Forest Cottage,2017,67
644,644,10739-1,Shark Attack,2017,108
645,645,10740-1,Fire Patrol Suitcase,2017,116
646,646,10742-1,Willy's Butte Speed Training,2017,95
647,647,10743-1,Smokey's Garage,2017,124
648,648,10744-1,Thunder Hollow Crazy 8 Race,2017,191
649,649,10745-1,Florida 500 Race Final,2017,266
650,650,10746-1,Mia's Farm Suitcase,2017,106
651,651,10747-1,Andrea and Stephanie's Beach Holiday,2017,144
652,652,10748-1,Emma's Pet Party,2018,67
653,653,10749-1,Mia's Organic Food Market,2018,115
654,654,10750-1,Road Repair Truck,2018,73
655,655,1075-1,LEGO People Supplementary Set,1980,256
656,656,10751-1,Mountain Police Chase,2018,115
657,657,10753-1,The Joker Batcave Attack,2018,151
658,658,10754-1,Spider-Man vs. Scorpion Street Showdown,2018,125
659,659,10755-1,Zane's Ninja Boat Pursuit,2018,132
660,660,10756-1,Pteranodon Escape,2018,84
661,661,10757-1,Raptor Rescue Truck,2018,85
662,662,10758-1,T. Rex Breakout,2018,150
663,663,10759-1,Elastigirl's Rooftop Pursuit,2018,95
664,664,10760-1,Underminer Bank Heist,2018,149
665,665,1076-1,Advent Calendar 1999,1999,229
666,666,10761-1,The Great Home Escape,2018,178
667,667,10762-1,Belle's Story Time,2018,87
668,668,10763-1,Stephanie's Lakeside House,2018,215
669,669,10764-1,City Central Airport,2018,376
670,670,10765-1,Ariel's Underwater Concert,2018,92
671,671,10766-1,Woody & RC,2019,69
672,672,10767-1,Duke Caboom's Stunt Show,2019,120
673,673,10768-1,Buzz and Bo Peep's Playground Adventure,2019,139
674,674,10769-1,Toy Story 4 RV Vacation,2019,178
675,675,10770-1,Buzz & Woody's Carnival Mania!,2019,230
676,676,1077-1,Supplementary Set,1976,172
677,677,10771-1,Carnival Thrill Coaster,2019,98
678,678,10772-1,Mickey Mouse's Propeller Plane,2021,59
679,679,10773-1,Minnie Mouse's Ice Cream Shop,2021,100
680,680,10774-1,Mickey Mouse & Minnie Mouse's Space Rocket,2021,88
681,681,10775-1,Mickey Mouse & Donald Duck's Farm,2021,118
682,682,10776-1,Mickey & Friends Fire Truck & Station,2021,144
683,683,10777-1,Mickey and Minnie's Camping Trip,2022,103
684,684,10778-1,"Mickey, Minnie and Goofy's Fairground Fun",2022,184
685,685,10780-1,Mickey and Friends Castle Defenders,2022,215
686,686,1078-1,Animal Mosaic Puzzle,1987,80
687,687,10781-1,Spider-Man's Techno Trike,2022,59
688,688,10782-1,Hulk vs. Rhino Truck Showdown,2022,110
689,689,10783-1,Spider-Man at Doc Ock's Lab,2022,131
690,690,10784-1,Spider-Man Webquarters Hangout,2022,155
691,691,10785-1,Bakey with Cakey Fun,2023,58
692,692,10786-1,Gabby & MerCat's Ship & Spa,2023,89
693,693,10787-1,Kitty Fairy's Garden Party,2023,130
694,694,10788-1,Gabby's Dollhouse,2023,498
695,695,10789-1,Spider-Man's Car and Doc Ock,2023,48
696,696,10790-1,Team Spidey at Green Goblin's Lighthouse,2023,149
697,697,1079-1,Animal Mosaic Puzzle,1987,80
698,698,10791-1,Team Spidey's Mobile Headquarters,2023,187
699,699,10801-1,Baby Animals,2016,13
700,700,10802-1,Savanna,2016,18
701,701,10803-1,Arctic,2016,40
702,702,10804-1,Jungle,2016,86
703,703,10805-1,Around the World,2016,163
704,704,10806-1,Horses,2016,20
705,705,10807-1,Horse Trailer,2016,15
706,706,10808-1,Little Plane,2016,13
707,707,10809-1,Police Patrol,2016,15
708,708,108-1,Battery Box,1976,1
709,709,10810-1,Push Train,2016,45
710,710,10811-1,Backhoe Loader,2016,19
711,711,10812-1,Truck & Tracked Excavator,2016,26
712,712,10813-1,Big Construction Site,2016,67
713,713,10814-1,Tow Truck,2016,28
714,714,10815-1,My First Rocket,2016,21
715,715,10816-1,My First Cars and Trucks,2016,39
716,716,10817-1,Creative Chest,2016,73
717,717,10818-1,My First Truck,2016,29
718,718,10819-1,My First Garden,2016,25
719,719,10820-1,Creative Building Basket,2016,110
720,720,10822-1,Sofia's Magical Carriage,2016,30
721,721,10823-1,Batwing Adventure,2017,28
722,722,10824-1,Miles' Space Adventures,2016,23
723,723,10825-1,Miles' Exo-Flex Suit,2016,37
724,724,10826-1,Miles' Stellosphere Hangar,2016,44
725,725,10827-1,Mickey & Friends Beach House,2016,48
726,726,10828-1,Doc's Pet Vet Care,2016,30
727,727,10829-1,Mickey's Workshop,2016,18
728,728,10830-1,Minnie's Cafe,2016,27
729,729,1083-1,Supplementary Pack,1986,106
730,730,10831-1,My First Caterpillar,2016,22
731,731,10832-1,Birthday Picnic,2017,19
732,732,10833-1,Preschool,2017,39
733,733,10834-1,Pizzeria,2017,57
734,734,10835-1,Family House,2017,69
735,735,10836-1,Neighborhood (Town Square),2017,98
736,736,10837-1,Santa's Winter Holiday,2017,45
737,737,10838-1,Family Pets,2017,15
738,738,10839-1,Shooting Gallery,2017,32
739,739,10840-1,Big Fair,2017,106
740,740,10841-1,Fun Family Fair,2017,61
741,741,10842-1,Batcave Challenge,2017,73
742,742,10843-1,Mickey Racer,2017,15
743,743,10844-1,Minnie Mouse Bow-tique,2017,70
744,744,10845-1,My First Carousel,2017,24
745,745,10846-1,Flo's Café,2017,28
746,746,10847-1,My First Number Train,2017,23
747,747,10848-1,My First Bricks,2017,83
748,748,10849-1,My First Plane,2017,10
749,749,10850-1,My First Cakes,2017,8
750,750,10851-1,My First Bus,2017,6
751,751,10852-1,My First Bird,2017,7
752,752,10853-1,Creative Builder Box,2017,78
753,753,10854-1,Creative Box,2017,120
754,754,10855-1,Cinderella's Magical Castle,2017,56
755,755,10856-1,Mater's Shed,2017,23
756,756,10857-1,Piston Cup Race,2017,31
757,757,10858-1,My First Puzzle Pets,2018,18
758,758,10859-1,My First Ladybug,2018,6
759,759,10860-1,My First Race Car,2018,6
760,760,1086-1,Bulk Bucket,2000,48
761,761,10861-1,My First Emotions,2018,28
762,762,10862-1,My First Celebration,2018,41
763,763,10863-1,My First Animal Brick Box,2018,34
764,764,10864-1,Large Playground Brick Box,2018,71
765,765,10865-1,Fun Creations,2018,70
766,766,10867-1,Farmers' Market,2018,26
767,767,10868-1,Farm Pony Stable,2018,59
768,768,10869-1,Farm Adventures,2018,104
769,769,10870-1,Farm Animals,2018,16
770,770,10871-1,Airport,2018,29
771,771,10872-1,Train Bridge and Tracks,2018,26
772,772,10873-1,Minnie's Birthday Party,2018,21
773,773,10874-1,Steam Train,2018,59
774,774,10875-1,Cargo Train,2018,105
775,775,10876-1,Spider-Man & Hulk Adventures,2018,38
776,776,10877-1,Belle's Tea Party,2018,19
777,777,10878-1,Rapunzel's Tower,2018,37
778,778,10879-1,Gentle Giants Petting Zoo,2018,24
779,779,10880-1,T. rex Tower,2018,22
780,780,1088-1,Road Burner,1999,25
781,781,10881-1,Mickey's Boat,2018,28
782,782,10882-1,Train Tracks,2018,23
783,783,10883-1,My First Tow Truck,2019,11
784,784,10884-1,My First Balancing Animals,2019,15
785,785,10885-1,My First Fun Puzzle,2019,15
786,786,10886-1,My First Car Creations,2019,34
787,787,10887-1,Creative Fun,2019,120
788,788,10889-1,Mickey's Vacation House,2019,57
789,789,1089-1,Basic Figures,1985,24
790,790,10893-1,Spider-Man vs. Electro,2019,29
791,791,10894-1,Toy Story Train,2019,21
792,792,10895-1,Emmet and Lucy's Visitors from the DUPLO Planet,2019,53
793,793,10897-1,My First Minnie Build,2019,10
794,794,10898-1,My First Mickey Build,2019,9
795,795,10899-1,Frozen Ice Castle,2019,59
796,796,10900-1,Police Bike,2019,8
797,797,1090-1,TECHNIC Control I,1986,397
798,798,10901-1,Fire Truck,2019,21
799,799,10902-1,Police Station,2019,38
800,800,10903-1,Fire Station,2019,76
801,801,10904-1,Baby Animals,2019,9
